method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,used_cache,cache_load_time,gsplat_cfg_file_path,plot_series,num_points_jitter
vggt,100,42,0.0,1000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,26.151723861694336,0.32213205099105835,0.8211326003074646,1000000,0,0,,,0.6720714892095524,0.2491616260678149,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.7308,0.098078,100,7.817163,,,,0.0,0,0,2.678046226501465,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose,bonsai_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,1000,True,0.7768316268920898,,vggt | random,975.0
vggt,100,42,0.0,50000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,27.068721771240234,0.12140662223100662,0.9067940711975098,1000000,0,0,,,0.863051945054353,0.14288900698975304,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.2827,0.025851,100,4.144792,,,,2.384185791015625e-07,0,0,2.9416112899780273,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,50000,True,0.7778463363647461,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,48750.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,26.902482986450195,0.12214373052120209,0.9047079682350159,1000000,0,0,,,0.8582985006693975,0.1442927920651846,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.2827,0.025851,100,4.144792,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,100000,,,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,97500.0
vggt,100,42,0.0,500000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,25.972476959228516,0.1271563470363617,0.8932751417160034,1000000,0,0,,,0.831296095645141,0.15212397015403173,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.2827,0.025851,100,4.144792,,,,0.0,0,0,6.049306154251099,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,500000,True,0.7335402965545654,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,487500.0
vggt,100,42,0.0,1000000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,25.70386505126953,0.12988941371440887,0.891582727432251,1000000,0,0,,,0.8236450069015718,0.15394877889517306,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.2827,0.025851,100,4.144792,,,,0.0,0,0,9.437143564224243,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,1000000,True,0.7315318584442139,/home/ojab2/work/git/gsplat/results/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,975000.0
colmap,100,42,,70681,,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,indoor,29.30306625366211,0.11349157243967056,0.9151408672332764,1000000,0,0,,,0.9141956952057387,0.1353238500093359,70681,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,0.1013,0.003655,100,1.017479,,,,127.14479780197144,10130,10130,0.0,/home/ojab2/work/git/vggt/colmap_outputs/kitchen_2_n100_s42_default_minfarthestpose_sharedcam/eval_results.json,kitchen_2_n100_s42_default_minfarthestpose_sharedcam,kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000_val_step14999.json,70681,,,,colmap | ,72448.025
colmap,100,42,,,,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,colmap,kitchen,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,indoor,,,,,0,0,,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/config.json,,kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,,,,,,,,,,,,,kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/kitchen_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/config.json,colmap | ,
vggt,100,42,0.0,1000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,25.36220359802246,0.31219813227653503,0.8237674236297607,1000000,0,0,,,0.665123624527431,0.24496933723974745,1000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,2.6617510318756104,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,1000,True,0.7929377555847168,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,975.0
vggt,100,42,0.0,5000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,27.33568000793457,0.20388086140155792,0.8824469447135925,1000000,0,0,,,0.8028475062617858,0.1828626077910951,5000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p5000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,2.6689023971557617,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p5000_random_minfarthestpose,counter_2_n100_s42_c0.0_p5000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,5000,True,0.8033347129821777,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p5000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,4875.0
vggt,100,42,0.0,10000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,27.768634796142578,0.17924197018146515,0.8963567614555359,1000000,0,0,,,0.8342087753915879,0.16761676192592825,10000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p10000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,2.7145462036132812,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p10000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,10000,True,0.8463554382324219,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p10000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,9750.0
vggt,100,42,0.0,50000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,28.09678840637207,0.15370230376720428,0.9068578481674194,1000000,0,0,,,0.8621919066624024,0.15348141930384812,50000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,2.384185791015625e-07,0,0,3.044579267501831,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,50000,True,0.7892751693725586,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p50000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,48750.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,28.083406448364258,0.14783841371536255,0.90664142370224,1000000,0,0,,,0.8654372138276822,0.15164650547271283,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,100000,,,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p100000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,97500.0
vggt,100,42,0.0,500000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,27.72613525390625,0.14346709847450256,0.9014544486999512,1000000,0,0,,,0.8584861046234611,0.15302493680412455,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,5.889886379241943,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p500000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p500000_random_minfarthestpose,counter_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000_val_step14999.json,500000,True,0.8331103324890137,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p500000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,487500.0
vggt,100,42,0.0,1000000,random,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,vggt,counter,,,15000,15000,,MCMC,,,,,,,,,,,gsplat_cfg,,indoor,27.528261184692383,0.14184626936912537,0.8981474041938782,1000000,0,0,,,0.8538883376462341,0.1542521830715548,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,0.3873,0.030482,100,4.485239,,,,0.0,0,0,9.476220846176147,/home/ojab2/work/git/vggt/vggt_outputs/counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose/eval_results.json,counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000,,1000000,True,0.8289692401885986,/home/ojab2/work/git/gsplat/results/vggt_outputs/counter_2_n100_s42_c0.0_p1000000_random_minfarthestpose_i100_gteval_gtext_gtint_steps15000/stats/config.json,vggt | random,975000.0
colmap,100,42,,41914,,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,colmap,counter,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,indoor,28.30894660949707,0.16158327460289001,0.9065025448799133,1000000,0,0,,,0.8610481857633806,0.15627762493060074,41914,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/val_step14999.json,counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,0.0156,0.000691,100,0.993642,,,,292.9965500831604,7726,7726,0.0,/home/ojab2/work/git/vggt/colmap_outputs/counter_2_n100_s42_default_minfarthestpose_sharedcam/eval_results.json,counter_2_n100_s42_default_minfarthestpose_sharedcam,counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000_val_step14999.json,41914,,,,colmap | ,42961.85
colmap,100,42,,,,,,,0,10,minfarthestpose,100,GT Eval,GT Extrinsics,GT Intrinsics,,,False,,,,,0.0,,False,1.0,1.0,colmap,counter,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat_cfg,,indoor,,,,,0,0,,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/config.json,,counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,,,,,,,,,,,,,counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000,,,,,/home/ojab2/work/git/gsplat/results/colmap_outputs/counter_2_n100_s42_default_minfarthestpose_sharedcam_i100_gteval_gtext_gtint_steps15000/stats/config.json,colmap | ,
