method,num_images,seed,conf_thres_value,num_points,sampling_mode,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,eval_opt,depth_loss,error_opa,depth_lambda,depth_conf,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,quality,real_num_points,file_path,folder,rre,rte,plot_series,num_points_jitter
colmap,100,42,,16627,,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,colmap,,,15000,15000,default,MCMC,gsplat,21.084463119506836,0.3635961413383484,0.49296194314956665,1000000,0.004348000045865774,0.10489999502897263,0.3607255448142455,16627,/home/ojab2/work/git/gsplat/results/colmap_outputs/bicycle_4_n100_s42_default_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_default_farthestpose_i100_gteval_steps15000,0.1049,0.017545,colmap | ,14964.300000000001
vggt,100,44,0.0,75000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.250244140625,0.4943825304508209,0.2699180245399475,1000000,0.015425998717546463,0.8569999933242798,0.07855411056886644,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p75000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p75000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,75000.0
vggt,100,44,0.0,75000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.19664764404297,0.4486524760723114,0.26207077503204346,1000000,0.015425998717546463,0.8569999933242798,0.10120097668315005,75000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p75000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p75000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,78750.0
vggt,100,44,0.0,75000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.288175582885742,0.4919319748878479,0.27340763807296753,1000000,0.015425998717546463,0.8569999933242798,0.08280994297235802,75983,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p75000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p75000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,82500.0
vggt,100,44,0.0,100000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.259153366088867,0.4927537739276886,0.2666706442832947,1000000,0.015425998717546463,0.8569999933242798,0.07782544870512911,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p100000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p100000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,100000.0
vggt,100,44,0.0,100000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.192068099975586,0.44016197323799133,0.2577035129070282,1000000,0.015425998717546463,0.8569999933242798,0.10380326698475491,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p100000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p100000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,105000.0
vggt,100,44,0.0,100000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.28008460998535,0.48282766342163086,0.27068498730659485,1000000,0.015425998717546463,0.8569999933242798,0.08668786205975867,102895,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p100000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p100000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,110000.00000000001
vggt,100,44,0.0,250000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.15437889099121,0.49803629517555237,0.2608087360858917,1000000,0.015425998717546463,0.8569999933242798,0.06919634857295476,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p250000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p250000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,250000.0
vggt,100,44,0.0,250000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.157697677612305,0.42366382479667664,0.24614138901233673,1000000,0.015425998717546463,0.8569999933242798,0.10658934396764844,250000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p250000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p250000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,262500.0
vggt,100,44,0.0,250000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.263166427612305,0.47606360912323,0.2634451687335968,1000000,0.015425998717546463,0.8569999933242798,0.08631609251469743,271674,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p250000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p250000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,275000.0
vggt,100,44,0.0,500000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.12457275390625,0.42371687293052673,0.23871664702892303,1000000,,,0.10160121931667221,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p500000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p500000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,500000.0
vggt,100,44,0.0,500000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.099077224731445,0.4215506613254547,0.2385806292295456,1000000,,,0.10238670497222568,500000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p500000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p500000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,525000.0
vggt,100,44,0.0,500000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.179546356201172,0.45914024114608765,0.25208330154418945,1000000,,,0.08856972933899979,446751,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p500000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p500000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,550000.0
vggt,100,44,0.0,1000000,confidence,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.11562728881836,0.5114131569862366,0.258635014295578,1000000,0.015425998717546463,0.8569999933242798,0.058950221871617095,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000000_confidence_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | confidence,1000000.0
vggt,100,44,0.0,1000000,random,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.09847068786621,0.42285528779029846,0.23410823941230774,1000000,0.015425998717546463,0.8569999933242798,0.09895471518809651,1000000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000000_random_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000000_random_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | random,1050000.0
vggt,100,44,0.0,1000000,voxels,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,,,15000,15000,,MCMC,gsplat,17.24066925048828,0.46522703766822815,0.24519072473049164,1302835,0.015425998717546463,0.8569999933242798,0.08191360631029357,1302835,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_c0.0_p1000000_voxels_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_c0.0_p1000000_voxels_farthestpose_i100_gteval_steps15000,0.857,0.067143,vggt | voxels,1100000.0
vggt,100,44,,23344,ba,farthestpose,100,GT Eval,,,,,,No Depth Loss,,0.0,No Depth Confidence,vggt,pinhole,,15000,15000,,MCMC,gsplat,17.102537155151367,0.5315956473350525,0.2828097939491272,1000000,0.010324000380933285,0.819100022315979,0.06038678265609394,23344,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s44_mpinhole_ba_farthestpose_i100_gteval_steps15000/stats/val_step14999.json,bicycle_4_n100_s44_mpinhole_ba_farthestpose_i100_gteval_steps15000,0.8191,0.044839,vggt | ba,22176.8
