method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,choice,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,max_ba_iterations,source,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,quality,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_images_jitter
vggt,10,42,,18852,ba,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,Shared Cam,,,Use BA,50,gsplat,17.187088012695312,0.17573179304599762,0.7157692313194275,1000000,0.008794311434030533,0.8091500401496887,,0.5348142385676434,18852,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam_i10_gteval_poseopt_steps15000,0.8463,0.04546,10,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam/eval_results.json,lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam,lego_1_n10_s42_mpinhole_ba_farthestpose_useba_maxba50_sharedcam_i10_gteval_poseopt_steps15000_val_step14999.json,18852,vggt | Shared Cam | ba,10.0
vggt,30,42,,28632,ba,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,18.05784034729004,0.1388605386018753,0.7306953072547913,1000000,0.015905380249023438,0.6521450281143188,,0.5824280147857678,28632,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50_i30_gteval_poseopt_steps15000,0.7675,0.072812,30,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n30_s42_mpinhole_ba_farthestpose_useba_maxba50_i30_gteval_poseopt_steps15000_val_step14999.json,28632,vggt |  | ba,30.0
vggt,40,42,,32912,ba,,,,0,10,farthestpose,40,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,18.48182487487793,0.11732327193021774,0.7363279461860657,1000000,0.01100790686905384,0.5091872811317444,,0.6068681300635304,32912,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50_i40_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50_i40_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50_i40_gteval_poseopt_steps15000,0.6131,0.050112,40,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n40_s42_mpinhole_ba_farthestpose_useba_maxba50_i40_gteval_poseopt_steps15000_val_step14999.json,32912,vggt |  | ba,40.0
vggt,50,42,,33787,ba,,,,0,10,farthestpose,50,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,19.4820556640625,0.09431672096252441,0.7550778985023499,1000000,0.010168108157813549,0.38001689314842224,,0.6505573815227406,33787,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50_i50_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50_i50_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50_i50_gteval_poseopt_steps15000,0.4945,0.044501,50,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n50_s42_mpinhole_ba_farthestpose_useba_maxba50_i50_gteval_poseopt_steps15000_val_step14999.json,33787,vggt |  | ba,50.0
vggt,60,42,,29571,ba,,,,0,10,farthestpose,60,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,18.382312774658203,0.10597465187311172,0.7315189838409424,1000000,0.011319509707391262,0.3854653537273407,,0.609218375734341,29571,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50_i60_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50_i60_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50_i60_gteval_poseopt_steps15000,0.4536,0.048901,60,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n60_s42_mpinhole_ba_farthestpose_useba_maxba50_i60_gteval_poseopt_steps15000_val_step14999.json,29571,vggt |  | ba,60.0
vggt,70,42,,30825,ba,,,,0,10,farthestpose,70,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,18.78384017944336,0.09489297866821289,0.7360997200012207,1000000,0.01001665461808443,0.3250007629394531,,0.6261734005071034,30825,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50_i70_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50_i70_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50_i70_gteval_poseopt_steps15000,0.397,0.04227,70,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n70_s42_mpinhole_ba_farthestpose_useba_maxba50_i70_gteval_poseopt_steps15000_val_step14999.json,30825,vggt |  | ba,70.0
vggt,80,42,,31883,ba,,,,0,10,farthestpose,80,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,19.186994552612305,0.08633241802453995,0.7417281270027161,1000000,0.009295462630689144,0.29269856214523315,,0.6422149850088252,31883,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50_i80_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50_i80_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50_i80_gteval_poseopt_steps15000,0.3677,0.037511,80,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n80_s42_mpinhole_ba_farthestpose_useba_maxba50_i80_gteval_poseopt_steps15000_val_step14999.json,31883,vggt |  | ba,80.0
vggt,87,42,,30396,ba,,,,0,10,farthestpose,87,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,pinhole,,15000,15000,,MCMC,,,,,,,,Use BA,50,gsplat,23.51651382446289,0.054651517421007156,0.8536344766616821,1000000,0.010274877771735191,0.19600780308246613,,0.8073896890466209,30396,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50_i87_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50_i87_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50_i87_gteval_poseopt_steps15000,0.2772,0.039952,87,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50/eval_results.json,lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50,lego_1_n87_s42_mpinhole_ba_farthestpose_useba_maxba50_i87_gteval_poseopt_steps15000_val_step14999.json,30396,vggt |  | ba,87.0
vggt,10,42,0.0,11000,voxels,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,13.901188850402832,0.3429466485977173,0.6152625679969788,891510,0.023610975593328476,1.797942876815796,,0.31196938093952575,800,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000,2.5925,0.160213,10,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n10_s42_c0.0_p11000_voxels_farthestpose/eval_results.json,lego_1_n10_s42_c0.0_p11000_voxels_farthestpose,lego_1_n10_s42_c0.0_p11000_voxels_farthestpose_i10_gteval_poseopt_steps15000_val_step14999.json,800,vggt |  | voxels,10.0
vggt,20,42,0.0,22000,voxels,,,,0,10,farthestpose,20,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,14.324846267700195,0.3999701142311096,0.6432279944419861,17007,0.01729847677052021,1.281259536743164,,0.3009692690758212,25,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000,2.2981,0.141203,20,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n20_s42_c0.0_p22000_voxels_farthestpose/eval_results.json,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose,lego_1_n20_s42_c0.0_p22000_voxels_farthestpose_i20_gteval_poseopt_steps15000_val_step14999.json,25,vggt |  | voxels,20.0
vggt,30,42,0.0,33000,voxels,,,,0,10,farthestpose,30,GT Eval,,,,Pose Opt,,,,,0.0,,vggt,,,15000,15000,,MCMC,,,,,,,,,,gsplat,14.080951690673828,0.3155486285686493,0.6269526481628418,1000000,0.029653998091816902,2.064500331878662,,0.33904698465922345,31473,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000/stats/val_step14999.json,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000,2.2345,0.136023,30,/home/ojab2/work/git/vggt/vggt_outputs/lego_1_n30_s42_c0.0_p33000_voxels_farthestpose/eval_results.json,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose,lego_1_n30_s42_c0.0_p33000_voxels_farthestpose_i30_gteval_poseopt_steps15000_val_step14999.json,31473,vggt |  | voxels,30.0
