method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,inference_time,peak_memory_mb,peak_memory_reserved_mb,processing_time,sfm_file_path,input_folder,output_folder,initial_points,plot_series
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,bicycle,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,22.175365447998047,0.25710925459861755,0.563628077507019,1000000,0.002320894505828619,0.10160551220178604,,,0.4879853106923813,0.30791788586031144,117352,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0986,0.006893,100,1.077433,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,bicycle_4_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,117352,combined | COLMAP Cams | Both Pcds | confidence
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,21.961639404296875,0.23983292281627655,0.5088359713554382,1000000,0.0005763900699093938,0.052254818379879,,,0.4626496559888841,0.3156764768288158,170656,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,170656,combined | COLMAP Cams | Both Pcds | random
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,22.086294174194336,0.2450336515903473,0.513746440410614,1000000,0.0005752869183197618,0.05186782777309418,,,0.4646193705804167,0.3161793092523604,166541,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,garden_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,166541,combined | COLMAP Cams | Both Pcds | voxels
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,21.21573829650879,0.32344773411750793,0.4667033553123474,1000000,0.0005805426626466215,0.053986452519893646,,,0.37258363471083866,0.353759231203813,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | confidence
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,21.55792999267578,0.2635071873664856,0.48781153559684753,1000000,0.0005744374357163906,0.053707703948020935,,,0.42826482055247644,0.32872209147386694,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | random
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,20.725143432617188,0.30099090933799744,0.4572690725326538,1000000,0.0005787650588899851,0.05974017456173897,,,0.3718436577244189,0.3487186319252539,95885,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,garden_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,95885,combined | COLMAP Cams | VGGT Pcd | voxels
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,19.474353790283203,0.38323974609375,0.36665821075439453,1000000,0.004173023626208305,0.13780391216278076,,,0.2449211916263573,0.3967847077223535,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000,0.3733,0.026869,100,6.069829,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p100000_confidence_farthestpose,garden_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | confidence
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,19.350812911987305,0.33780568838119507,0.3663502633571625,1000000,0.004315244033932686,0.13491961359977722,,,0.2704990260240085,0.3818130639337203,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.3733,0.026869,100,6.069829,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p100000_random_farthestpose,garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | random
vggt,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,19.032806396484375,0.36798176169395447,0.3662523627281189,1000000,0.004397943150252104,0.14579446613788605,,,0.245925558899191,0.3921863193026828,95885,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000,0.3733,0.026869,100,6.069829,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p100000_voxels_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p100000_voxels_farthestpose,garden_2_n100_s42_c0.0_p100000_voxels_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,95885,vggt |  |  | voxels
colmap,100,42,,70656,,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,22.12991714477539,0.2636813521385193,0.5120896697044373,1000000,0.0005747699178755283,0.04868227615952492,,,0.45294740534665295,0.3227702522973086,70656,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0628,0.002621,100,1.057253,,,,120.1125156879425,10100,10100,0,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n100_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n100_s42_default_farthestpose_sharedcam,garden_2_n100_s42_default_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,70656,colmap |  |  | 
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,26.019248962402344,0.26524263620376587,0.7447446584701538,1000000,0.0009099423186853528,0.027318807318806648,,,0.6600638620260089,0.2576571411472126,119683,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,119683,combined | COLMAP Cams | Both Pcds | confidence
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,26.263011932373047,0.26159462332725525,0.7564905881881714,1000000,0.0009335018112324178,0.023509979248046875,,,0.6736988156472343,0.2524752103149186,119683,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,119683,combined | COLMAP Cams | Both Pcds | random
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,Both Pcds,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,25.980953216552734,0.2829059660434723,0.7464344501495361,1000000,0.0008471948676742613,0.026586659252643585,,,0.6494395737914468,0.26299393985692304,119487,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_bothpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,119487,combined | COLMAP Cams | Both Pcds | voxels
combined,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,25.102792739868164,0.3071064352989197,0.7131845951080322,1000000,0.003974481951445341,0.2031511515378952,,,0.5987944217995438,0.28191541339058057,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_confidence_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | confidence
combined,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,25.077381134033203,0.28265607357025146,0.7065534591674805,1000000,0.002528646495193243,0.06452125310897827,,,0.6095387951130212,0.2758231892163079,100000,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_random_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,100000,combined | COLMAP Cams | VGGT Pcd | random
combined,100,42,0.0,100000,voxels,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,colmap,stump,,,15000,15000,default,MCMC,COLMAP Cams,VGGT Pcd,Global Alignment,,Shared Cam,,,,,,gsplat,,outdoor,25.099510192871094,0.3123313784599304,0.7135690450668335,1000000,0.001920023700222373,0.07081916928291321,,,0.5957331848733218,0.28353815635857993,99804,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000,0.0219,0.002013,100,0.977613,,,,,,,,/home/ojab2/work/git/vggt/combined_outputs/stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam/eval_results.json,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam,stump_2_n100_s42_combined_colmapcams_vggtpcd_amglobal_default_c0.0_p100000_voxels_farthestpose_sharedcam_i100_gteval_poseopt_steps15000_val_step14999.json,99804,combined | COLMAP Cams | VGGT Pcd | voxels
vggt,100,42,0.0,100000,confidence,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,18.347354888916016,0.5157699584960938,0.40262094140052795,1000000,0.03569183126091957,0.8669331073760986,,,0.16327290514833825,0.434434548573011,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000,0.8558,0.162829,100,4.685178,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p100000_confidence_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p100000_confidence_farthestpose,stump_2_n100_s42_c0.0_p100000_confidence_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | confidence
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,False,,,,,0.0,,False,1.0,1.0,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,18.294498443603516,0.4924980700016022,0.39796870946884155,1000000,0.03541010245680809,0.7774907946586609,,,0.17393884188637787,0.42773821885616137,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.8558,0.162829,100,4.685178,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p100000_random_farthestpose,stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,vggt |  |  | random
