method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,sfm_file_path,input_folder,output_folder,initial_points,failed_sfm_file_path,plot_series,num_images_jitter
colmap,10,42,,168,,,,,0,10,farthestpose,10,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,colmap,garden,,,15000,15000,default,MCMC,,,,,Shared Cam,,,,,,gsplat,,outdoor,12.355728149414062,0.7979275584220886,0.3093775510787964,179055,0.015599575825035572,1.496121883392334,,,-0.1763828019959497,0.5623660420201364,168,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000,0.1553,0.00235,3,0.322542,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n10_s42_default_farthestpose_sharedcam/eval_results.json,garden_2_n10_s42_default_farthestpose_sharedcam,garden_2_n10_s42_default_farthestpose_sharedcam_i10_gteval_poseopt_steps15000_val_step14999.json,168,,colmap | farthestpose,10.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,17.384122848510742,0.337806761264801,0.26788055896759033,1000000,0.013628819026052952,0.4889967441558838,,,0.17649355493945842,0.4039034005824482,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.7161,0.065623,100,5.788567,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose,bicycle_4_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,100.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,garden,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,19.350812911987305,0.33780568838119507,0.3663502633571625,1000000,0.004315244033932686,0.13491961359977722,,,0.2704990260240085,0.3818130639337203,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.3733,0.026869,100,6.069829,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,garden_2_n100_s42_c0.0_p100000_random_farthestpose,garden_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,100.0
vggt,100,42,0.0,100000,random,,,,0,10,farthestpose,100,GT Eval,,,,Pose Opt,,,,,0.0,,False,1.0,1.0,vggt,stump,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,outdoor,18.294498443603516,0.4924980700016022,0.39796870946884155,1000000,0.03541010245680809,0.7774907946586609,,,0.17393884188637787,0.42773821885616137,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000/stats/val_step14999.json,stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000,0.8558,0.162829,100,4.685178,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n100_s42_c0.0_p100000_random_farthestpose/eval_results.json,stump_2_n100_s42_c0.0_p100000_random_farthestpose,stump_2_n100_s42_c0.0_p100000_random_farthestpose_i100_gteval_poseopt_steps15000_val_step14999.json,100000,,vggt | farthestpose,100.0
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,bicycle_4_n10_s42_default_minfarthestpose_sharedcam,,,,,,,,,bicycle_4_n10_s42_default_minfarthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,colmap | minfarthestpose,10.0
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n10_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n10_s42_default_minfarthestpose_sharedcam,8.458,0.20661,2,0.25667,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n10_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n10_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,10.0
colmap,10,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,,stump_2_n10_s42_default_minfarthestpose_sharedcam,,,,,,,,,stump_2_n10_s42_default_minfarthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n10_s42_default_minfarthestpose_sharedcam/failed_eval.json,colmap | minfarthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n10_s42_c0.0_p100000_random_minfarthestpose,1.1783,0.108132,10,5.202234,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n10_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,garden_2_n10_s42_c0.0_p100000_random_minfarthestpose,0.2096,0.028157,10,6.431655,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,garden_2_n10_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,10.0
vggt,10,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,stump_2_n10_s42_c0.0_p100000_random_minfarthestpose,2.3628,0.517369,10,5.047308,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n10_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,stump_2_n10_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,10.0
colmap,20,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,failed_sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n20_s42_default_minfarthestpose_sharedcam/failed_eval.json,,bicycle_4_n20_s42_default_minfarthestpose_sharedcam,,,,,,,,,bicycle_4_n20_s42_default_minfarthestpose_sharedcam,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n20_s42_default_minfarthestpose_sharedcam/failed_eval.json,colmap | minfarthestpose,20.0
colmap,20,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n20_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n20_s42_default_minfarthestpose_sharedcam,0.093,0.00467,20,1.107978,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n20_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n20_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,20.0
colmap,20,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n20_s42_default_minfarthestpose_sharedcam/eval_results.json,,stump_2_n20_s42_default_minfarthestpose_sharedcam,0.336,0.004538,3,0.422682,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n20_s42_default_minfarthestpose_sharedcam/eval_results.json,stump_2_n20_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,20.0
vggt,20,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n20_s42_c0.0_p100000_random_minfarthestpose,1.0605,0.087384,20,4.994108,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n20_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,20.0
vggt,20,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,garden_2_n20_s42_c0.0_p100000_random_minfarthestpose,0.362,0.024329,20,6.088637,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,garden_2_n20_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,20.0
vggt,20,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,stump_2_n20_s42_c0.0_p100000_random_minfarthestpose,1.7469,0.244402,20,4.538237,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n20_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,stump_2_n20_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,20.0
colmap,30,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,,bicycle_4_n30_s42_default_minfarthestpose_sharedcam,0.3338,0.009274,6,0.52756,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,bicycle_4_n30_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,30.0
colmap,30,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n30_s42_default_minfarthestpose_sharedcam,0.0819,0.003754,30,1.031037,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n30_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,30.0
colmap,30,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,,stump_2_n30_s42_default_minfarthestpose_sharedcam,15.315,0.215738,2,0.221367,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n30_s42_default_minfarthestpose_sharedcam/eval_results.json,stump_2_n30_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,30.0
vggt,30,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n30_s42_c0.0_p100000_random_minfarthestpose,0.7506,0.068725,30,4.831484,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n30_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,30.0
vggt,30,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,garden_2_n30_s42_c0.0_p100000_random_minfarthestpose,0.3261,0.027293,30,6.007808,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,garden_2_n30_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,30.0
vggt,30,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,stump_2_n30_s42_c0.0_p100000_random_minfarthestpose,1.0962,0.142517,30,4.4229,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n30_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,stump_2_n30_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,30.0
colmap,40,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,,bicycle_4_n40_s42_default_minfarthestpose_sharedcam,0.1431,0.006862,9,0.685205,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,bicycle_4_n40_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,40.0
colmap,40,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n40_s42_default_minfarthestpose_sharedcam,0.0795,0.003271,40,1.029936,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n40_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,40.0
colmap,40,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,,stump_2_n40_s42_default_minfarthestpose_sharedcam,0.0678,0.004522,21,0.72315,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n40_s42_default_minfarthestpose_sharedcam/eval_results.json,stump_2_n40_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,40.0
vggt,40,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n40_s42_c0.0_p100000_random_minfarthestpose,0.7065,0.072581,40,4.875992,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n40_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,40.0
vggt,40,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,garden_2_n40_s42_c0.0_p100000_random_minfarthestpose,0.359,0.027795,40,5.798803,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,garden_2_n40_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,40.0
vggt,40,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,stump_2_n40_s42_c0.0_p100000_random_minfarthestpose,1.0762,0.170601,40,4.429667,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n40_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,stump_2_n40_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,40.0
colmap,50,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,,bicycle_4_n50_s42_default_minfarthestpose_sharedcam,0.1498,0.011463,46,0.97877,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,bicycle_4_n50_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,50.0
colmap,50,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n50_s42_default_minfarthestpose_sharedcam,0.0724,0.003021,50,1.021916,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n50_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,50.0
colmap,50,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,,stump_2_n50_s42_default_minfarthestpose_sharedcam,0.0849,0.005529,31,0.829807,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n50_s42_default_minfarthestpose_sharedcam/eval_results.json,stump_2_n50_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,50.0
vggt,50,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n50_s42_c0.0_p100000_random_minfarthestpose,0.8231,0.071475,50,4.844657,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n50_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,50.0
vggt,50,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,garden_2_n50_s42_c0.0_p100000_random_minfarthestpose,0.3727,0.027,50,5.822343,,,,/home/ojab2/work/git/vggt/vggt_outputs/garden_2_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,garden_2_n50_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,50.0
vggt,50,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,stump_2_n50_s42_c0.0_p100000_random_minfarthestpose,1.1669,0.183925,50,4.730115,,,,/home/ojab2/work/git/vggt/vggt_outputs/stump_2_n50_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,stump_2_n50_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,50.0
colmap,60,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,,bicycle_4_n60_s42_default_minfarthestpose_sharedcam,0.1344,0.010799,59,1.02818,,,,/home/ojab2/work/git/vggt/colmap_outputs/bicycle_4_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,bicycle_4_n60_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,60.0
colmap,60,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,garden,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,,garden_2_n60_s42_default_minfarthestpose_sharedcam,0.0602,0.002877,60,1.016844,,,,/home/ojab2/work/git/vggt/colmap_outputs/garden_2_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,garden_2_n60_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,60.0
colmap,60,42,,,,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,stump,,,,,default,MCMC,,,,,Shared Cam,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,,stump_2_n60_s42_default_minfarthestpose_sharedcam,0.0546,0.006326,60,1.007535,,,,/home/ojab2/work/git/vggt/colmap_outputs/stump_2_n60_s42_default_minfarthestpose_sharedcam/eval_results.json,stump_2_n60_s42_default_minfarthestpose_sharedcam,,,,colmap | minfarthestpose,60.0
vggt,60,42,0.0,100000,random,,,,0,10,minfarthestpose,,,,,,,,,,,0.0,,False,1.0,1.0,vggt,bicycle,,,,,,MCMC,,,,,,,,,,,sfm,,outdoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n60_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,,bicycle_4_n60_s42_c0.0_p100000_random_minfarthestpose,0.7342,0.065719,60,4.937964,,,,/home/ojab2/work/git/vggt/vggt_outputs/bicycle_4_n60_s42_c0.0_p100000_random_minfarthestpose/eval_results.json,bicycle_4_n60_s42_c0.0_p100000_random_minfarthestpose,,,,vggt | minfarthestpose,60.0
