method,num_images,seed,conf_thres_value,num_points,sampling_mode,near_filtering_strength,near_filtering_quorum,reconstruct_pose_opt,optimisation_iterations,optimisation_neighbourhood,image_mode,num_cameras,gt_eval,use_gt_extrinsics,use_gt_intrinsics,use_gt_points,pose_opt,run_mvs,pose_opt_module,eval_opt,depth_loss_mode,error_opa,depth_lambda,depth_conf_mode,depth_conf_shifted,loss_multiplier,pose_loss_multiplier,choice,dataset,camera_type,copy_mode,val_step,num_steps,colmap_mode,splatting_strategy,camera_src,pcd_src,align_mode,align_glue,shared_camera,keep_backup_cams,random_init,use_ba,feature_extractor,max_ba_iterations,source,series_label_override,dataset_collection,psnr,lpips,ssim,num_GS,eval_rte,eval_rre,depth_l1,depth_abs_rel,quality,avge,real_num_points,file_path,gsplat_file_path,folder,rre,rte,num_aligned,alignment_scale,pred_depth_l1,pred_depth_absrel,pred_depth_rmse,used_cache,cache_load_time,inference_time,processing_time,peak_memory_mb,peak_memory_reserved_mb,processing_peak_memory_mb,processing_peak_memory_reserved_mb,sfm_file_path,input_folder,output_folder,initial_points,plot_series,num_points_jitter
vggt,100,42,,24311,ba,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,radial,,,,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,,bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,0.5013,0.026257,100,8.297729,,,,1,1.6575181484222412,0.0,144.79748582839966,0,0,20381.5166015625,21414,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,bonsai_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,,,vggt | ba,21879.9
vggt,100,42,0.0,1000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7879042625427246,0.0,2.6587860584259033,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,,,vggt | random,1050.0
vggt,100,42,0.0,5000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7724993228912354,0.0,2.6465654373168945,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,,,vggt | random,5250.0
vggt,100,42,0.0,10000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.8290319442749023,2.384185791015625e-07,3.046523332595825,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,,,vggt | random,10500.0
vggt,100,42,0.0,50000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.8269338607788086,0.0,2.9928903579711914,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_random_timing_minfarthestpose,,,vggt | random,52500.0
vggt,100,42,0.0,100000,random,,,,0,10,minfarthestpose,100,GT Eval,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,15000,15000,,MCMC,,,,,,,,,,,gsplat,,indoor,18.659160614013672,0.3739560544490814,0.5956034660339355,1000000,0.023722030222415924,0.7308099269866943,,,0.36944180974873575,0.3411649771651251,100000,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,/home/ojab2/work/git/gsplat/results/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000/stats/val_step14999.json,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000,0.7308,0.098078,100,7.817163,,,,1,0.7987558841705322,2.384185791015625e-07,3.256598949432373,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose,bonsai_2_n100_s42_c0.0_p100000_random_timing_minfarthestpose_i100_gteval_steps15000_val_step14999.json,100000,vggt | random,105000.0
vggt,100,42,0.0,1000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7730932235717773,0.0,12.738524675369263,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p1000_voxels_timing_minfarthestpose,,,vggt | voxels,1100.0
vggt,100,42,0.0,5000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7734172344207764,2.384185791015625e-07,12.928200960159302,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p5000_voxels_timing_minfarthestpose,,,vggt | voxels,5500.0
vggt,100,42,0.0,10000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.9054465293884277,2.384185791015625e-07,13.018877267837524,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p10000_voxels_timing_minfarthestpose,,,vggt | voxels,11000.0
vggt,100,42,0.0,50000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7914977073669434,2.384185791015625e-07,13.881441354751587,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p50000_voxels_timing_minfarthestpose,,,vggt | voxels,55000.00000000001
vggt,100,42,0.0,100000,voxels,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,bonsai,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,,bonsai_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,0.7308,0.098078,100,7.817163,,,,1,0.7734432220458984,0.0,14.31948709487915,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/bonsai_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose/eval_results.json,bonsai_2_n100_s42_c0.0_p100000_voxels_timing_minfarthestpose,,,vggt | voxels,110000.00000000001
vggt,100,42,,21304,ba,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,radial,,,,,MCMC,,,,,Shared Cam,,,Use BA,aliked+sp,250,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,,kitchen_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,0.3459,0.019721,100,4.159982,,,,1,1.5754516124725342,0.0,166.2497203350067,0,0,17925.16064453125,20486,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam/eval_results.json,kitchen_2_n100_s42_mradial_aliked-sp_ba_timing_minfarthestpose_useba_maxba250_sharedcam,,,vggt | ba,19173.600000000002
vggt,100,42,0.0,1000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,1.0278594493865967,2.384185791015625e-07,2.629803419113159,0,0,308.0,-2346,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p1000_confidence_timing_minfarthestpose,,,vggt | confidence,950.0
vggt,100,42,0.0,5000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7854583263397217,2.384185791015625e-07,2.7094740867614746,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p5000_confidence_timing_minfarthestpose,,,vggt | confidence,4750.0
vggt,100,42,0.0,10000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7682986259460449,0.0,2.5479955673217773,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p10000_confidence_timing_minfarthestpose,,,vggt | confidence,9500.0
vggt,100,42,0.0,50000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.741112232208252,0.0,2.8532063961029053,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p50000_confidence_timing_minfarthestpose,,,vggt | confidence,47500.0
vggt,100,42,0.0,100000,confidence,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.745943546295166,0.0,3.315795421600342,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p100000_confidence_timing_minfarthestpose,,,vggt | confidence,95000.0
vggt,100,42,0.0,1000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.8850834369659424,0.0,2.6250998973846436,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p1000_random_timing_minfarthestpose,,,vggt | random,1050.0
vggt,100,42,0.0,5000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.744943380355835,0.0,2.666351795196533,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p5000_random_timing_minfarthestpose,,,vggt | random,5250.0
vggt,100,42,0.0,10000,random,,,,0,10,minfarthestpose,,,,,,,False,,,,,0.0,,False,1.0,1.0,vggt,kitchen,,,,,,MCMC,,,,,,,,,,,sfm,,indoor,,,,,,,,,,,,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,,kitchen_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,0.2827,0.025851,100,4.144792,,,,1,0.7646856307983398,0.0,2.745147466659546,0,0,308.0,0,/home/ojab2/work/git/vggt/vggt_outputs/kitchen_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose/eval_results.json,kitchen_2_n100_s42_c0.0_p10000_random_timing_minfarthestpose,,,vggt | random,10500.0
